product_id,name,category,price_cents,in_stock,supplier_country
SKU0079,Studio Backpack,Grocery,1146,true,JP
SKU0080,Travel Glove,Beauty,2672,true,US
SKU0081,Vintage Speaker,Outdoors,2195,true,VN
SKU0082,Pro Headset,Books,769,true,VN
SKU0083,Studio Lamp,Apparel,991,false,US
SKU0084,Premium Speaker,Home,786,true,GB
SKU0085,Classic Tripod,Electronics,729,true,AU
SKU0086,Pro Glove,Grocery,1247,true,FR
SKU0087,Travel Glove,Apparel,3000,true,US
SKU0088,Vintage Pillow,Grocery,1407,true,AU
SKU0089,Eco Notebook,Home,1836,true,FR
SKU0090,Pro Mug,Apparel,610,false,US
SKU0091,Classic Charger,Apparel,1316,true,FR
SKU0092,Mini Shirt,Home,924,false,US
SKU0093,Vintage Mug,Beauty,554,true,GB
SKU0094,Classic Speaker,Books,956,false,GB
SKU0095,Vintage Wallet,Beauty,2196,true,US
SKU0096,Pro Speaker,Toys,711,true,ES
SKU0097,Mini Mug,Electronics,4465,true,US
SKU0098,Lite Bottle,Home,657,true,US
SKU0099,Lite Notebook,Books,454,true,US
SKU0100,Smart Hat,Home,1431,true,GB
SKU0101,Studio Wallet,Beauty,1816,true,DE
SKU0102,Pro Knife,Electronics,2017,true,CA
SKU0103,Studio Glove,Electronics,380,true,DE
SKU0104,Mini Glove,Grocery,1762,false,CA
SKU0105,Eco Speaker,Beauty,1467,false,US
SKU0106,Lite Mat,Apparel,4932,true,FR
SKU0107,Lite Knife,Books,1345,true,FR
SKU0108,Vintage Sneaker,Electronics,4019,true,US
SKU0109,Studio Glove,Books,2192,true,US
SKU0110,Lite Notebook,Apparel,1834,true,GB
SKU0111,Mini Lamp,Books,2592,true,US
SKU0112,Eco Shirt,Home,1132,true,US
SKU0113,Vintage Headset,Grocery,1210,true,US
SKU0114,Mini Bottle,Apparel,2959,true,DE
SKU0115,Mini Bottle,Home,2916,false,US
SKU0116,Pro Backpack,Electronics,2671,true,US
SKU0117,Classic Lamp,Beauty,1902,true,DE
SKU0118,Premium Notebook,Grocery,1789,true,US
SKU0119,Travel Bottle,Electronics,1634,true,DE
SKU0120,Mini Wallet,Apparel,1874,false,US
SKU0121,Eco Headset,Home,969,true,US
SKU0122,Studio Wallet,Outdoors,531,true,US
SKU0123,Pro Camera,Toys,3451,true,FR
SKU0124,Eco Headset,Grocery,2458,true,US
SKU0125,Smart Brush,Home,6254,false,US
SKU0126,Pro Backpack,Grocery,3264,true,DE
SKU0127,Classic Speaker,Toys,3539,true,FR
SKU0128,Premium Sneaker,Books,2793,false,US
SKU0129,Mini Vase,Grocery,1505,true,CA
SKU0130,Premium Hat,Books,2599,true,ES
SKU0131,Eco Vase,Grocery,838,false,DE
SKU0132,Travel Camera,Toys,3175,true,US
SKU0133,Studio Notebook,Grocery,2255,true,JP
SKU0134,Vintage Speaker,Home,2059,true,US
SKU0135,Classic Headset,Outdoors,2574,true,GB
SKU0136,Classic Mug,Books,704,true,BR
SKU0137,Classic Lamp,Apparel,1772,true,US
SKU0138,Classic Speaker,Grocery,1820,true,JP
SKU0139,Studio Backpack,Outdoors,965,true,US
SKU0140,Smart Speaker,Home,2907,false,US
SKU0141,Travel Glove,Electronics,4650,true,VN
SKU0142,Vintage Notebook,Toys,1177,true,GB
SKU0143,Studio Backpack,Grocery,1386,true,GB
SKU0144,Classic Charger,Books,471,false,AU
SKU0145,Vintage Charger,Toys,3451,true,ES
SKU0146,Smart Pillow,Grocery,1278,true,US
SKU0147,Pro Tripod,Toys,1012,true,US
SKU0148,Eco Camera,Toys,4070,true,US
SKU0149,Vintage Hat,Grocery,346,true,FR
SKU0150,Pro Backpack,Books,735,true,BR
SKU0151,Travel Glove,Apparel,3420,true,US
SKU0152,Premium Headset,Electronics,6433,false,GB
SKU0153,Pro Shirt,Outdoors,2502,true,BR
SKU0154,Mini Vase,Toys,1745,true,CA
SKU0155,Studio Sneaker,Home,683,true,ES
SKU0156,Lite Vase,Apparel,671,true,JP
SKU0157,Classic Speaker,Outdoors,1456,true,AU
SKU0158,Lite Mug,Toys,902,true,US
SKU0159,Vintage Brush,Apparel,1000,true,US
SKU0160,Vintage Mat,Grocery,1091,false,ES
SKU0161,Smart Mug,Outdoors,1717,false,CA
SKU0162,Premium Camera,Beauty,1276,true,JP
SKU0163,Lite Mat,Books,727,true,US
SKU0164,Classic Tripod,Toys,2416,true,US
SKU0165,Classic Camera,Toys,424,true,US
SKU0166,Smart Vase,Home,1353,true,US
SKU0167,Vintage Bottle,Apparel,1826,true,US
SKU0168,Vintage Knife,Electronics,1809,false,US
SKU0169,Vintage Glove,Outdoors,1349,true,US
SKU0170,Premium Knife,Apparel,1911,true,AU
SKU0171,Pro Glove,Home,1150,true,US
SKU0172,Pro Wallet,Toys,6055,true,US
SKU0173,Vintage Glove,Apparel,712,true,FR
SKU0174,Studio Knife,Home,4357,true,US
SKU0175,Eco Mug,Books,1402,true,FR
SKU0176,Vintage Wallet,Toys,2164,true,CA
SKU0177,Lite Knife,Outdoors,8166,true,DE
SKU0178,Travel Charger,Home,2459,true,FR
SKU0179,Premium Headset,Grocery,5543,true,CA
SKU0180,Premium Vase,Beauty,2228,true,VN
SKU0181,Studio Shirt,Home,895,true,JP
SKU0182,Pro Speaker,Beauty,1302,true,CA
SKU0183,Smart Hat,Electronics,1086,true,AU
SKU0184,Classic Pillow,Beauty,1456,true,AU
SKU0185,Vintage Bottle,Home,2209,true,US
SKU0186,Studio Headset,Apparel,2725,true,AU
SKU0187,Studio Knife,Outdoors,846,true,BR
SKU0188,Eco Charger,Books,1669,true,US
SKU0189,Vintage Wallet,Books,1538,true,BR
SKU0190,Eco Bottle,Beauty,1932,true,US
SKU0191,Premium Shirt,Books,338,true,US
SKU0192,Mini Backpack,Apparel,1482,true,FR
SKU0193,Smart Vase,Apparel,1684,true,ES
SKU0194,Premium Lamp,Electronics,1743,true,US
SKU0195,Lite Charger,Beauty,2224,true,DE
SKU0196,Pro Headset,Books,1240,true,US
SKU0197,Classic Headset,Grocery,1457,true,FR
SKU0198,Mini Vase,Home,1230,true,CA
SKU0199,Mini Tripod,Books,1153,false,CA
SKU0200,Mini Lamp,Home,2489,true,GB
SKU0201,Travel Brush,Books,667,true,BR
SKU0202,Classic Brush,Apparel,700,true,BR
SKU0203,Eco Pillow,Grocery,3618,true,CA
SKU0204,Classic Charger,Grocery,7248,false,GB
SKU0205,Travel Glove,Home,1830,false,CA
SKU0206,Studio Pillow,Beauty,906,false,AU
SKU0207,Eco Charger,Apparel,5675,true,VN
SKU0208,Smart Backpack,Books,1259,true,GB
SKU0209,Eco Notebook,Home,2692,true,AU
SKU0210,Eco Tripod,Toys,2346,true,JP
SKU0211,Pro Notebook,Beauty,1052,true,US
SKU0212,Lite Backpack,Beauty,1375,true,US
SKU0213,Premium Knife,Toys,2828,true,US
SKU0214,Vintage Backpack,Books,1905,true,GB
SKU0215,Lite Sneaker,Home,2296,true,US
SKU0216,Mini Brush,Electronics,2606,true,US
SKU0217,Vintage Sneaker,Toys,2530,true,CA
SKU0218,Smart Headset,Beauty,401,true,US
SKU0219,Mini Lamp,Electronics,2570,true,GB
SKU0220,Eco Lamp,Electronics,1024,true,US
SKU0221,Studio Mat,Home,1253,true,US
SKU0222,Lite Shirt,Toys,1102,true,US
SKU0223,Vintage Brush,Outdoors,3828,true,FR
SKU0224,Mini Backpack,Home,6151,true,US
SKU0225,Pro Speaker,Electronics,1553,true,GB
SKU0226,Mini Lamp,Electronics,1523,true,VN
SKU0227,Classic Knife,Beauty,1005,false,US
SKU0228,Lite Vase,Home,1142,false,DE
SKU0229,Pro Bottle,Electronics,1275,true,VN
SKU0230,Travel Sneaker,Electronics,1400,false,US
SKU0231,Premium Camera,Toys,4542,false,ES
SKU0232,Smart Glove,Books,1604,true,BR
SKU0233,Smart Pillow,Electronics,2573,true,CA
SKU0234,Mini Hat,Apparel,1499,true,US
SKU0235,Travel Notebook,Beauty,245,false,JP
SKU0236,Studio Hat,Beauty,1853,true,GB
SKU0237,Eco Lamp,Grocery,2864,true,DE
SKU0238,Travel Lamp,Grocery,665,true,ES
SKU0239,Studio Lamp,Books,1011,false,ES
SKU0240,Vintage Lamp,Toys,1745,true,US
SKU0241,Pro Tripod,Beauty,770,true,FR
SKU0242,Smart Backpack,Grocery,1211,true,US
SKU0243,Classic Camera,Books,1894,true,US
SKU0244,Studio Sneaker,Outdoors,8360,true,ES
SKU0245,Travel Notebook,Books,1602,true,JP
SKU0246,Vintage Speaker,Grocery,2288,true,CA
SKU0247,Premium Wallet,Apparel,1622,true,DE
SKU0248,Mini Sneaker,Electronics,1178,true,US
SKU0249,Studio Wallet,Electronics,12261,true,VN
SKU0250,Travel Mug,Electronics,1834,true,CA
SKU0251,Studio Sneaker,Electronics,2725,true,CA
SKU0252,Eco Mug,Apparel,598,true,US
SKU0253,Vintage Bottle,Books,1021,false,US
SKU0254,Vintage Knife,Toys,1186,true,VN
SKU0255,Classic Charger,Books,3512,true,FR
SKU0256,Mini Knife,Toys,1479,true,VN
SKU0257,Mini Headset,Books,5564,true,GB
SKU0258,Classic Speaker,Toys,1366,true,US
SKU0259,Smart Brush,Outdoors,1983,true,AU
SKU0260,Studio Backpack,Grocery,1278,true,DE
SKU0261,Classic Camera,Beauty,956,true,ES
SKU0262,Vintage Bottle,Toys,698,true,FR
SKU0263,Studio Bottle,Electronics,1223,false,GB
SKU0264,Classic Pillow,Beauty,3443,false,US
SKU0265,Premium Mug,Beauty,2273,true,US
SKU0266,Premium Mat,Outdoors,2362,true,GB
SKU0267,Eco Notebook,Books,2338,true,CA
SKU0268,Eco Pillow,Grocery,1657,true,CA
SKU0269,Mini Knife,Books,601,true,ES
SKU0270,Studio Mat,Outdoors,671,true,GB
SKU0271,Mini Notebook,Electronics,1269,true,US
SKU0272,Classic Lamp,Apparel,1569,true,CA
SKU0273,Lite Glove,Toys,1382,false,US
SKU0274,Pro Pillow,Electronics,3293,true,CA
SKU0275,Lite Headset,Beauty,1309,true,US
SKU0276,Vintage Mug,Toys,1601,true,US
SKU0277,Travel Wallet,Electronics,1657,false,US
SKU0278,Travel Knife,Books,2936,true,US
SKU0279,Studio Wallet,Beauty,591,true,US
SKU0280,Smart Wallet,Beauty,1202,false,CA
SKU0281,Smart Lamp,Outdoors,1705,true,FR
SKU0282,Smart Knife,Apparel,1147,true,BR
SKU0283,Classic Mat,Apparel,1525,true,DE
SKU0284,Eco Shirt,Apparel,1911,true,AU
SKU0285,Travel Speaker,Home,1369,true,GB
SKU0286,Pro Pillow,Toys,2547,true,GB
SKU0287,Premium Vase,Apparel,741,true,FR
SKU0288,Smart Camera,Home,471,true,GB
SKU0289,Travel Brush,Toys,1029,true,US
SKU0290,Eco Sneaker,Toys,1927,true,GB
SKU0291,Eco Charger,Grocery,1561,true,CA
SKU0292,Vintage Camera,Outdoors,1752,true,US
SKU0293,Mini Glove,Home,3176,true,CA
SKU0294,Smart Shirt,Home,2178,true,ES
SKU0295,Studio Lamp,Home,1506,true,VN
SKU0296,Lite Mat,Outdoors,1506,true,FR
SKU0297,Classic Speaker,Apparel,1196,true,CA
SKU0298,Pro Wallet,Grocery,877,false,FR
SKU0299,Studio Vase,Electronics,2090,false,VN
SKU0300,Premium Sneaker,Books,11228,false,AU
SKU0301,Mini Knife,Home,616,true,GB
SKU0302,Eco Wallet,Apparel,1627,true,US
SKU0303,Vintage Charger,Grocery,913,true,US
SKU0304,Mini Tripod,Grocery,2148,true,US
SKU0305,Vintage Backpack,Electronics,1617,false,DE
SKU0306,Travel Vase,Electronics,1763,true,US
SKU0307,Mini Pillow,Toys,1096,true,DE
SKU0308,Lite Shirt,Home,539,true,CA
SKU0309,Eco Mug,Beauty,2102,true,GB
SKU0310,Vintage Glove,Toys,2775,true,US
SKU0311,Vintage Vase,Home,1905,true,US
SKU0312,Smart Shirt,Outdoors,1317,true,ES
SKU0313,Studio Shirt,Toys,3012,true,US
SKU0314,Classic Mug,Electronics,4489,false,US
SKU0315,Studio Shirt,Beauty,2748,true,VN
SKU0316,Premium Tripod,Toys,1284,true,FR
SKU0317,Pro Notebook,Apparel,5905,true,US
SKU0318,Travel Glove,Apparel,2809,true,CA
SKU0319,Studio Wallet,Electronics,2261,true,CA
SKU0320,Smart Wallet,Apparel,601,true,US
SKU0321,Premium Knife,Beauty,1053,true,CA
SKU0322,Studio Bottle,Beauty,574,true,BR
SKU0323,Studio Charger,Apparel,731,true,US
SKU0324,Mini Pillow,Home,596,true,CA
SKU0325,Mini Knife,Electronics,2411,true,CA
SKU0326,Eco Notebook,Home,1576,false,BR
SKU0327,Classic Hat,Apparel,531,true,US
SKU0328,Vintage Bottle,Electronics,1502,true,DE
SKU0329,Smart Speaker,Books,3345,true,US
SKU0330,Travel Hat,Books,2419,true,US
SKU0331,Smart Glove,Toys,1453,true,AU
SKU0332,Vintage Brush,Books,3736,false,GB
SKU0333,Vintage Charger,Books,1813,true,FR
SKU0334,Pro Wallet,Outdoors,1403,true,BR
SKU0335,Smart Bottle,Outdoors,1527,true,GB
SKU0336,Classic Mat,Books,634,true,DE
SKU0337,Premium Notebook,Electronics,533,true,CA
SKU0338,Mini Bottle,Books,3496,true,GB
SKU0339,Mini Mug,Toys,701,true,CA
SKU0340,Pro Vase,Beauty,3462,true,DE
SKU0341,Pro Headset,Beauty,1378,true,DE
SKU0342,Mini Knife,Beauty,593,true,FR
SKU0343,Travel Lamp,Grocery,2248,true,CA
SKU0344,Studio Tripod,Apparel,2857,true,CA
SKU0345,Studio Sneaker,Home,2586,true,BR
SKU0346,Smart Charger,Electronics,573,true,US
SKU0347,Premium Camera,Home,1174,true,ES
SKU0348,Premium Headset,Apparel,3302,true,US
SKU0349,Studio Headset,Toys,1056,true,AU
SKU0350,Travel Brush,Grocery,3604,true,DE
SKU0351,Classic Hat,Books,2459,true,US
SKU0352,Eco Shirt,Books,2939,true,JP
SKU0353,Mini Mug,Toys,1723,true,GB
SKU0354,Premium Lamp,Grocery,2674,true,US
SKU0355,Pro Shirt,Apparel,1097,true,GB
SKU0356,Pro Speaker,Books,842,true,DE
SKU0357,Premium Camera,Toys,625,true,US
SKU0358,Premium Backpack,Grocery,4889,true,CA
SKU0359,Premium Charger,Electronics,2743,true,US
SKU0360,Lite Speaker,Outdoors,2885,true,FR
SKU0361,Studio Headset,Apparel,3303,true,BR
SKU0362,Lite Mat,Apparel,1740,true,JP
SKU0363,Travel Sneaker,Electronics,2194,false,US
SKU0364,Vintage Mug,Home,855,true,US
SKU0365,Studio Bottle,Grocery,4993,false,GB
SKU0366,Smart Glove,Toys,1478,true,US
SKU0367,Lite Camera,Beauty,1192,true,FR
SKU0368,Travel Pillow,Beauty,1423,false,US
SKU0369,Smart Mug,Books,3586,true,US
SKU0370,Lite Hat,Grocery,1026,true,AU
SKU0371,Vintage Lamp,Toys,2100,false,US
SKU0372,Premium Lamp,Outdoors,1174,true,US
SKU0373,Lite Knife,Toys,782,false,DE
SKU0374,Pro Charger,Toys,1350,true,US
SKU0375,Travel Pillow,Outdoors,2929,true,GB
SKU0376,Studio Wallet,Outdoors,1624,true,GB
SKU0377,Classic Shirt,Electronics,1540,true,US
SKU0378,Lite Glove,Beauty,4682,false,US
SKU0379,Vintage Knife,Toys,1948,true,VN
SKU0380,Studio Charger,Beauty,2803,true,US
SKU0381,Vintage Sneaker,Books,5064,true,ES
SKU0382,Travel Hat,Books,3074,true,US
SKU0383,Eco Pillow,Toys,1534,false,FR
SKU0384,Studio Shirt,Books,2176,true,US
SKU0385,Mini Glove,Electronics,1577,true,BR
SKU0386,Mini Speaker,Outdoors,1908,true,GB
SKU0387,Pro Sneaker,Outdoors,671,true,US
SKU0388,Classic Speaker,Beauty,2098,true,US
SKU0389,Travel Camera,Outdoors,416,true,US
SKU0390,Lite Vase,Books,1831,true,US
SKU0391,Smart Bottle,Books,6259,true,US
SKU0392,Smart Camera,Outdoors,1840,true,CA
SKU0393,Lite Pillow,Apparel,1733,true,JP
SKU0394,Mini Mat,Toys,967,true,AU
SKU0395,Studio Knife,Apparel,2169,true,US
SKU0396,Eco Notebook,Apparel,1193,true,JP
SKU0397,Pro Speaker,Grocery,3024,true,VN
SKU0398,Studio Knife,Electronics,3476,true,ES
SKU0399,Vintage Hat,Toys,2588,true,GB
SKU0400,Vintage Lamp,Books,1781,true,CA
SKU0401,Studio Backpack,Outdoors,908,true,US
SKU0402,Vintage Notebook,Beauty,2854,true,FR
SKU0403,Mini Shirt,Toys,7281,true,US
SKU0404,Smart Lamp,Apparel,2548,false,GB
SKU0405,Pro Wallet,Apparel,1089,true,BR
SKU0406,Classic Shirt,Outdoors,1940,true,US
SKU0407,Premium Shirt,Books,2009,true,US
SKU0408,Classic Lamp,Apparel,695,true,CA
SKU0409,Lite Speaker,Electronics,3307,true,ES
SKU0410,Smart Shirt,Toys,1417,true,GB
SKU0411,Classic Lamp,Electronics,4422,true,BR
SKU0412,Lite Bottle,Grocery,1429,true,CA
SKU0413,Pro Speaker,Home,5541,true,JP
SKU0414,Vintage Mat,Home,3365,true,GB
SKU0415,Smart Headset,Beauty,1794,false,AU
SKU0416,Pro Bottle,Electronics,456,true,BR
SKU0417,Smart Vase,Beauty,1442,true,GB
SKU0418,Premium Headset,Outdoors,593,true,CA
SKU0419,Vintage Bottle,Beauty,1304,true,US
SKU0420,Premium Knife,Apparel,660,true,FR
SKU0421,Smart Wallet,Books,558,true,FR
SKU0422,Pro Glove,Toys,1034,true,CA
SKU0423,Classic Pillow,Books,3461,true,US
SKU0424,Smart Sneaker,Books,2800,true,US
SKU0425,Mini Lamp,Home,3532,true,JP
SKU0426,Eco Knife,Books,868,false,FR
SKU0427,Classic Tripod,Grocery,3498,true,GB
SKU0428,Premium Charger,Grocery,1493,true,US
SKU0429,Mini Brush,Grocery,428,true,GB
SKU0430,Mini Camera,Grocery,6918,true,JP
SKU0431,Travel Hat,Grocery,1233,true,FR
SKU0432,Pro Brush,Books,4370,true,US
SKU0433,Mini Knife,Beauty,3034,false,FR
SKU0434,Travel Backpack,Toys,1467,true,US
SKU0435,Mini Sneaker,Outdoors,2480,true,US
SKU0436,Vintage Wallet,Books,6595,true,US
SKU0437,Travel Shirt,Home,458,true,FR
SKU0438,Mini Speaker,Beauty,1785,true,ES
SKU0439,Pro Lamp,Books,1845,true,US
SKU0440,Pro Bottle,Grocery,2439,true,US
SKU0441,Premium Pillow,Home,1431,true,US
SKU0442,Studio Wallet,Beauty,1767,true,FR
SKU0443,Eco Vase,Home,973,true,GB
SKU0444,Lite Lamp,Beauty,858,true,VN
SKU0445,Studio Bottle,Home,2862,false,US
SKU0446,Lite Notebook,Toys,2851,true,US
SKU0447,Smart Pillow,Beauty,5159,true,CA
SKU0448,Eco Glove,Outdoors,535,true,US
SKU0449,Classic Headset,Home,1054,true,CA
SKU0450,Eco Lamp,Grocery,4667,true,US
SKU0451,Studio Wallet,Toys,2349,true,BR
SKU0452,Eco Sneaker,Books,2546,true,DE
SKU0453,Studio Mug,Outdoors,2197,true,US
SKU0454,Eco Vase,Electronics,1572,true,DE
SKU0455,Classic Headset,Grocery,426,true,VN
SKU0456,Lite Brush,Home,1758,true,US
SKU0457,Smart Lamp,Books,786,true,BR
SKU0458,Studio Pillow,Books,1157,true,FR
SKU0459,Lite Wallet,Electronics,2078,true,US
SKU0460,Studio Brush,Outdoors,406,true,ES
SKU0461,Premium Mat,Apparel,3114,true,VN
SKU0462,Studio Wallet,Grocery,1224,false,GB
SKU0463,Premium Mat,Apparel,2100,true,BR
SKU0464,Studio Hat,Grocery,1982,false,US
SKU0465,Pro Mug,Outdoors,2443,true,US
SKU0466,Smart Mug,Electronics,2349,true,ES
SKU0467,Classic Mug,Toys,1461,false,VN
SKU0468,Travel Mat,Apparel,738,true,VN
SKU0469,Premium Sneaker,Books,1863,true,US
SKU0470,Mini Glove,Electronics,1067,true,GB
SKU0471,Studio Lamp,Outdoors,796,true,US
SKU0472,Pro Wallet,Electronics,562,true,US
SKU0473,Lite Backpack,Home,582,true,GB
SKU0474,Classic Tripod,Toys,977,true,US
SKU0475,Pro Notebook,Electronics,681,true,US
SKU0476,Pro Shirt,Outdoors,1551,true,US
SKU0477,Premium Vase,Outdoors,874,true,GB
SKU0478,Classic Bottle,Electronics,1273,true,US
SKU0479,Classic Backpack,Electronics,3608,true,DE
SKU0480,Vintage Speaker,Beauty,1020,false,AU
SKU0481,Mini Wallet,Beauty,918,true,US
SKU0482,Vintage Knife,Home,1037,true,US
SKU0483,Studio Vase,Beauty,686,true,US
SKU0484,Pro Sneaker,Electronics,1657,true,FR
SKU0485,Pro Headset,Books,2721,true,US
SKU0486,Lite Mug,Beauty,932,true,DE
SKU0487,Classic Tripod,Home,4417,true,ES
SKU0488,Travel Tripod,Electronics,2001,true,GB
SKU0489,Mini Tripod,Outdoors,2358,true,US
SKU0490,Lite Vase,Apparel,1229,true,US
SKU0491,Classic Sneaker,Beauty,770,false,US
SKU0492,Premium Camera,Books,1008,true,GB
SKU0493,Smart Speaker,Home,823,true,DE
SKU0494,Mini Glove,Apparel,832,false,GB
SKU0495,Lite Headset,Apparel,2050,true,US
SKU0496,Mini Lamp,Electronics,4695,false,US
SKU0497,Mini Pillow,Grocery,896,true,DE
SKU0498,Vintage Charger,Toys,2150,true,US
SKU0499,Lite Tripod,Toys,1836,true,US
SKU0500,Studio Tripod,Books,1641,true,ES
